Question_ID,Option_Code,Option_Value_Numeric,Option_Label_EN,Option_Label_HI,Option_Order,Direct_Score_0_100,Confidence_Modifier,Triggers_Verification,Triggers_Follow_Up,Follow_Up_Question_ID,Icon,Is_Active,Notes,Derives_Signal_Key,Derives_Signal_Value,Triggers_Probe,Probe_ID,Is_Other,Option_Category
ADV_D10_005,ACIDIC,,Acidic soil suspected,अम्लीय मिट्टी का संदेह,3,75,0.7,FALSE,FALSE,,🧪,TRUE,Certain chars can help acidity (needs pH check),,,FALSE,,FALSE,HIGH
ADV_D10_005,SALINITY_HARDNESS,,Salinity/alkalinity symptoms present,लवणता/क्षारीयता के लक्षण,4,50,0.7,FALSE,FALSE,,🧂,TRUE,Use caution; needs soil test + plan,,,FALSE,,FALSE,MEDIUM
ADV_D10_005,HARD_SOIL,,Soil is hard/compact (poor structure),मिट्टी कड़ी/सघन (संरचना खराब),5,70,0.7,FALSE,FALSE,,🧱,TRUE,Char + organics may improve structure over time,,,FALSE,,FALSE,MEDIUM
ADV_D10_005,NONE,,No major soil problem,कोई बड़ी मिट्टी समस्या नहीं,6,40,0.7,FALSE,FALSE,,✅,TRUE,Motivation may be lower though co-benefits exist,,,FALSE,,FALSE,MEDIUM
ADV_I1_001,NUMERIC,,Numeric value (0-60 years),संख्यात्मक मान (0-60 वर्ष),0,0,0.8,FALSE,FALSE,,,TRUE,Farming experience indicator,,,FALSE,,TRUE,LOW
ADV_I1_002,GRADUATE,,Graduate or higher,स्नातक या उच्चतर,1,95,0.85,FALSE,FALSE,,🎓,TRUE,High learning capacity,EDUCATION_LEVEL,GRADUATE,FALSE,,FALSE,HIGH
ADV_I1_002,SECONDARY,,Secondary/high school (10th-12th),माध्यमिक/हाई स्कूल (10वीं-12वीं),2,85,0.85,FALSE,FALSE,,📚,TRUE,Good capacity,EDUCATION_LEVEL,SECONDARY,FALSE,,FALSE,HIGH
ADV_I1_002,PRIMARY,,Primary (up to 8th class),प्राथमिक (8वीं कक्षा तक),3,70,0.8,FALSE,FALSE,,📖,TRUE,Moderate capacity,EDUCATION_LEVEL,PRIMARY,FALSE,,FALSE,MEDIUM
ADV_I1_002,LITERATE,,Literate (can read/write),साक्षर (पढ़/लिख सकते हैं),4,60,0.75,FALSE,FALSE,,✍️,TRUE,Basic capacity,EDUCATION_LEVEL,LITERATE,FALSE,,FALSE,MEDIUM
ADV_I1_002,ILLITERATE,,Cannot read/write,पढ़/लिख नहीं सकते,5,45,0.7,FALSE,FALSE,,❌,TRUE,Needs support person,EDUCATION_LEVEL,ILLITERATE,FALSE,,FALSE,MEDIUM
ADV_I1_003,YES,,"Yes, smartphone with internet access","हाँ, इंटरनेट वाला स्मार्टफोन है",1,85,0.8,FALSE,FALSE,,📱,TRUE,Digital support possible,,,FALSE,,FALSE,HIGH
ADV_I1_003,NO,,No smartphone / no internet,स्मार्टफोन नहीं / इंटरनेट नहीं,2,60,0.8,FALSE,FALSE,,❌,TRUE,Traditional support needed,,,FALSE,,FALSE,MEDIUM
ADV_I1_004,YES_COMFORTABLE,,"Yes, comfortable with record keeping","हाँ, रिकॉर्ड रखने में सहज",1,100,0.9,FALSE,FALSE,,📋,TRUE,Essential for MRV,RECORD_KEEPING,YES,FALSE,,FALSE,HIGH
ADV_I1_004,YES_WITH_HELP,,"Yes, but need some help initially","हाँ, लेकिन शुरू में कुछ मदद चाहिए",2,80,0.85,FALSE,FALSE,,🤝,TRUE,Trainable,RECORD_KEEPING,YES_WITH_HELP,FALSE,,FALSE,HIGH
ADV_I1_004,DIFFICULT,,Will be difficult for me,मेरे लिए मुश्किल होगा,3,55,0.8,FALSE,FALSE,,⚠️,TRUE,Needs support person,RECORD_KEEPING,DIFFICULT,FALSE,,FALSE,MEDIUM
ADV_I1_004,NO,,Cannot keep records,रिकॉर्ड नहीं रख सकता/सकती,4,30,0.85,FALSE,FALSE,,❌,TRUE,Major MRV constraint,RECORD_KEEPING,NO,FALSE,,FALSE,LOW
ADV_I1_005,YES_MANY,,"Yes, tried 3+ new practices","हाँ, 3+ नई प्रथाएँ आजमाईं",1,95,0.85,FALSE,FALSE,,🌟,TRUE,Innovator,INNOVATION_HISTORY,INNOVATOR,FALSE,,FALSE,HIGH
ADV_I1_005,YES_FEW,,"Yes, tried 1-2 new practices","हाँ, 1-2 नई प्रथाएँ आजमाईं",2,80,0.85,FALSE,FALSE,,✅,TRUE,Open to change,INNOVATION_HISTORY,OPEN_TO_CHANGE,FALSE,,FALSE,HIGH
ADV_I1_005,NO,,"No, stick to traditional methods","नहीं, पारंपरिक विधियों का पालन करता/करती हूँ",3,50,0.85,FALSE,FALSE,,➖,TRUE,Conservative,INNOVATION_HISTORY,TRADITIONAL,FALSE,,FALSE,MEDIUM
ADV_I1_006,NUMERIC,,Numeric count (0-20),संख्यात्मक गणना (0-20),0,0,0.75,FALSE,FALSE,,,TRUE,Training exposure indicator,,,FALSE,,TRUE,LOW
ADV_I2_001,NUMERIC,,Numeric count (0-15),संख्यात्मक गणना (0-15),0,0,0.85,FALSE,FALSE,,,TRUE,Working-age family labor availability,,,FALSE,,TRUE,LOW
ADV_I2_002,YES,,"Yes, someone can visit daily","हाँ, कोई दैनिक रूप से दौरा कर सकता/सकती है",1,100,0.9,FALSE,FALSE,,✅,TRUE,Critical for AWD,DAILY_MONITORING,YES,FALSE,,FALSE,HIGH
ADV_I2_002,MOST_DAYS,,Most days (5-6 days per week),अधिकांश दिन (सप्ताह में 5-6 दिन),2,85,0.85,FALSE,FALSE,,📅,TRUE,Acceptable,DAILY_MONITORING,MOST_DAYS,FALSE,,FALSE,HIGH
ADV_I2_002,NO,,"No, difficult to visit daily","नहीं, दैनिक दौरा कठिन है",3,50,0.85,FALSE,FALSE,,❌,TRUE,Major constraint,DAILY_MONITORING,NO,FALSE,,FALSE,MEDIUM
ADV_I2_003,EASY,,Easy to hire when needed,जरूरत पर श्रमिक मिल जाते हैं,1,85,0.8,FALSE,FALSE,,✅,TRUE,Good labor market,,,FALSE,,FALSE,HIGH
ADV_I2_003,MODERATE,,Moderate (sometimes available),मध्यम (कभी-कभी उपलब्ध),2,70,0.8,FALSE,FALSE,,〰️,TRUE,Acceptable,,,FALSE,,FALSE,MEDIUM
ADV_I2_003,DIFFICULT,,Difficult (scarce/expensive),मुश्किल (दुर्लभ/महंगा),3,50,0.8,FALSE,FALSE,,⚠️,TRUE,Labor constraint,,,FALSE,,FALSE,MEDIUM
ADV_I2_003,NOT_AVAILABLE,,Not available,उपलब्ध नहीं,4,30,0.85,FALSE,FALSE,,❌,TRUE,Major operational issue,,,FALSE,,FALSE,LOW
ADV_I2_004,PUMP,,Irrigation pump,सिंचाई पंप,1,15,0.85,FALSE,FALSE,,💧,TRUE,Multi-select option,,,FALSE,,FALSE,LOW
ADV_I2_004,SPRAYER,,Sprayer/pesticide equipment,स्प्रेयर/कीटनाशक उपकरण,2,10,0.8,FALSE,FALSE,,🌿,TRUE,Multi-select option,,,FALSE,,FALSE,LOW
ADV_I2_004,TOOLS,,Basic farm tools,बुनियादी खेती के औजार,3,5,0.8,FALSE,FALSE,,🔨,TRUE,Multi-select option,,,FALSE,,FALSE,LOW
ADV_I2_004,VEHICLE,,Vehicle,वाहन,4,20,0.8,FALSE,FALSE,,🚚,TRUE,Multi-select option,,,FALSE,,FALSE,LOW
ADV_I2_004,TRACTOR,,Tractor,ट्रैक्टर,5,25,0.8,FALSE,FALSE,,🚜,TRUE,Multi-select option,,,FALSE,,FALSE,LOW
ADV_I2_004,POWER_TILLER,,Power tiller,पावर टिलर,6,20,0.8,FALSE,FALSE,,⚙️,TRUE,Multi-select option,,,FALSE,,FALSE,LOW
ADV_I2_004,OTHER,,Other equipment/tools,अन्य उपकरण/औजार,7,5,0.7,FALSE,TRUE,ADV_I2_004_FU_OTHER,❓,TRUE,Specify other equipment if relevant,,,FALSE,,TRUE,LOW
ADV_I3_001,ACTIVE_KCC,,Active KCC (Kisan Credit Card),सक्रिय KCC (किसान क्रेडिट कार्ड),1,100,0.9,TRUE,FALSE,,💳,TRUE,Best for payouts and transactions,,,FALSE,,FALSE,HIGH
ADV_I3_001,ACTIVE_SAVINGS,,Active savings account,सक्रिय बचत खाता,2,90,0.9,TRUE,FALSE,,🏦,TRUE,Good,,,FALSE,,FALSE,HIGH
ADV_I3_001,INACTIVE,,Inactive account,निष्क्रिय खाता,3,60,0.85,FALSE,FALSE,,⏸️,TRUE,Needs reactivation,,,FALSE,,FALSE,MEDIUM
ADV_I3_001,NONE,,No bank account,कोई बैंक खाता नहीं,4,30,0.9,TRUE,FALSE,,❌,TRUE,Must open account,,,FALSE,,FALSE,LOW
ADV_I3_002,MORE_100K,,"More than ₹1,00,000","₹1,00,000 से अधिक",1,95,0.85,FALSE,FALSE,,💰,TRUE,High financial buffer,,,FALSE,,FALSE,HIGH
ADV_I3_002,INR_50_100K,,"₹50,000 to ₹1,00,000","₹50,000 से ₹1,00,000",2,85,0.85,FALSE,FALSE,,💵,TRUE,Good buffer,,,FALSE,,FALSE,HIGH
ADV_I3_002,INR_25_50K,,"₹25,000 to ₹50,000","₹25,000 से ₹50,000",3,70,0.85,FALSE,FALSE,,💳,TRUE,Moderate buffer,,,FALSE,,FALSE,MEDIUM
ADV_I3_002,INR_10_25K,,"₹10,000 to ₹25,000","₹10,000 से ₹25,000",4,55,0.8,FALSE,FALSE,,💸,TRUE,Low buffer,,,FALSE,,FALSE,MEDIUM
ADV_I3_002,LESS_10K,,"Less than ₹10,000","₹10,000 से कम",5,35,0.8,FALSE,FALSE,,⚠️,TRUE,Minimal buffer,,,FALSE,,FALSE,LOW
ADV_I3_003,NO_DEBT,,No debt,कोई ऋण नहीं,1,100,0.85,FALSE,FALSE,,✅,TRUE,Best financial health,DEBT_STATUS,NO_DEBT,FALSE,,FALSE,HIGH
ADV_I3_003,MANAGEABLE,,Manageable debt (can repay easily),प्रबंधनीय ऋण (आसानी से चुका सकते हैं),2,80,0.85,FALSE,FALSE,,👍,TRUE,Good,DEBT_STATUS,MANAGEABLE,FALSE,,FALSE,HIGH
ADV_I3_003,HIGH,,High debt (struggling to repay),उच्च ऋण (चुकाने में संघर्ष),3,50,0.85,FALSE,FALSE,,⚠️,TRUE,Financial stress,DEBT_STATUS,HIGH,FALSE,,FALSE,MEDIUM
ADV_I3_003,VERY_HIGH,,Very high debt (severe stress),बहुत उच्च ऋण (गंभीर तनाव),4,25,0.85,FALSE,FALSE,,🔴,TRUE,High risk,DEBT_STATUS,VERY_HIGH,FALSE,,FALSE,LOW
ADV_I3_004,YES,,"Yes, enrolled in crop insurance","हाँ, फसल बीमा में नामांकित",1,85,0.8,FALSE,FALSE,,🛡️,TRUE,Risk protection during transition,,,FALSE,,FALSE,HIGH
ADV_I3_004,NO,,No insurance,कोई बीमा नहीं,2,60,0.8,FALSE,FALSE,,❌,TRUE,Higher risk exposure,,,FALSE,,FALSE,MEDIUM
ADV_I3_005,YES,,"Yes, willing to co-invest 30%","हाँ, 30% सह-निवेश करने को तैयार",1,100,0.9,FALSE,FALSE,,✅,TRUE,Strong commitment,COINVESTMENT_WILLING,YES,FALSE,,FALSE,HIGH
ADV_I3_005,MAYBE,,"Maybe, depends on results","शायद, परिणामों पर निर्भर",2,70,0.8,FALSE,FALSE,,❓,TRUE,Conditional,COINVESTMENT_WILLING,MAYBE,FALSE,,FALSE,MEDIUM
ADV_I3_005,NO,,"No, cannot invest","नहीं, निवेश नहीं कर सकता/सकती",3,40,0.85,FALSE,FALSE,,❌,TRUE,Needs full subsidy,COINVESTMENT_WILLING,NO,FALSE,,FALSE,MEDIUM
ADV_I4_001,YES_MANY,,"Yes, 3+ different crops","हाँ, 3+ विभिन्न फसलें",1,90,0.8,FALSE,FALSE,,🌾,TRUE,Well diversified,,,FALSE,,FALSE,HIGH
ADV_I4_001,YES_FEW,,"Yes, 1-2 other crops","हाँ, 1-2 अन्य फसलें",2,75,0.8,FALSE,FALSE,,🌱,TRUE,Some diversification,,,FALSE,,FALSE,HIGH
ADV_I4_001,NO,,"No, only rice/main single crop","नहीं, केवल चावल/मुख्य एकल फसल",3,50,0.85,FALSE,FALSE,,🍚,TRUE,Higher dependency risk,,,FALSE,,FALSE,MEDIUM
ADV_I4_002,YES_SIGNIFICANT,,"Yes, significant off-farm income (>50%)","हाँ, महत्वपूर्ण खेती-बाहर आय (>50%)",1,90,0.75,FALSE,FALSE,,💼,TRUE,Strong safety net,,,FALSE,,FALSE,HIGH
ADV_I4_002,YES_MINOR,,"Yes, minor off-farm income (<50%)","हाँ, मामूली खेती-बाहर आय (<50%)",2,75,0.75,FALSE,FALSE,,💵,TRUE,Some safety net,,,FALSE,,FALSE,HIGH
ADV_I4_002,NO,,"No, farming only","नहीं, केवल खेती",3,55,0.8,FALSE,FALSE,,🌾,TRUE,Full farming dependency,,,FALSE,,FALSE,MEDIUM
ADV_I4_003,HIGH,,High (willing to try with some risk),उच्च (कुछ जोखिम के साथ कोशिश करने को तैयार),1,95,0.85,FALSE,FALSE,,🎯,TRUE,Early adopter profile,RISK_TOLERANCE,HIGH,FALSE,,FALSE,HIGH
ADV_I4_003,MODERATE,,Moderate (will try if others succeed),मध्यम (अगर दूसरे सफल हों तो कोशिश करूँगा/करूँगी),2,75,0.85,FALSE,FALSE,,⚖️,TRUE,Follower profile,RISK_TOLERANCE,MODERATE,FALSE,,FALSE,HIGH
ADV_I4_003,LOW,,Low (prefer proven methods),कम (सिद्ध विधियाँ पसंद),3,55,0.85,FALSE,FALSE,,⚠️,TRUE,Risk averse,RISK_TOLERANCE,LOW,FALSE,,FALSE,MEDIUM
ADV_I4_003,VERY_LOW,,Very low (never try new things),बहुत कम (नई चीजें नहीं आजमाते),4,35,0.85,FALSE,FALSE,,🛑,TRUE,Very conservative,RISK_TOLERANCE,VERY_LOW,FALSE,,FALSE,LOW
ADV_I4_004,MUST_BE,,Must be reversible,प्रतिवर्ती होना चाहिए,1,65,0.8,FALSE,FALSE,,🔄,TRUE,Low commitment comfort,,,FALSE,,FALSE,MEDIUM
ADV_I4_004,PREFER,,Prefer reversible but flexible,प्रतिवर्ती पसंद लेकिन लचीला,2,75,0.8,FALSE,FALSE,,〰️,TRUE,Moderate commitment comfort,,,FALSE,,FALSE,HIGH
ADV_I4_004,FLEXIBLE,,"Flexible, open to commitment","लचीला, प्रतिबद्धता के लिए खुला",3,85,0.8,FALSE,FALSE,,✅,TRUE,Good adoption comfort,,,FALSE,,FALSE,HIGH
ADV_I4_004,COMMITTED_LONG,,Committed for long-term,दीर्घकालिक के लिए प्रतिबद्ध,4,95,0.85,FALSE,FALSE,,💯,TRUE,Best for carbon programs,,,FALSE,,FALSE,HIGH
ADV_I5_001,YES,,"Yes, member of FPO/SHG/cooperative","हाँ, FPO/SHG/सहकारी का सदस्य",1,90,0.85,FALSE,FALSE,,👥,TRUE,Collective support access,FARMER_GROUP_MEMBER,YES,FALSE,,FALSE,HIGH
ADV_I5_001,NO,,"No, not a member","नहीं, सदस्य नहीं",2,60,0.85,FALSE,FALSE,,❌,TRUE,Individual farmer support model needed,FARMER_GROUP_MEMBER,NO,FALSE,,FALSE,MEDIUM
ADV_I5_002,STRONG,,Strong network (interact with 10+ farmers),मजबूत नेटवर्क (10+ किसानों से नियमित बातचीत),1,95,0.8,FALSE,FALSE,,👥,TRUE,High peer learning potential,,,FALSE,,FALSE,HIGH
ADV_I5_002,MODERATE,,Moderate (interact with 5-10 farmers),मध्यम (5-10 किसानों से बातचीत),2,80,0.8,FALSE,FALSE,,👤,TRUE,Good network,,,FALSE,,FALSE,HIGH
ADV_I5_002,WEAK,,Weak (interact with 2-4 farmers),कमजोर (2-4 किसानों से बातचीत),3,60,0.8,FALSE,FALSE,,🚶,TRUE,Limited network,,,FALSE,,FALSE,MEDIUM
ADV_I5_002,ISOLATED,,Isolated (rarely interact),अलग-थलग (शायद ही बातचीत),4,40,0.8,FALSE,FALSE,,❌,TRUE,No peer support,,,FALSE,,FALSE,MEDIUM
ADV_I5_003,HIGH,,High trust,उच्च विश्वास,1,90,0.75,FALSE,FALSE,,✅,TRUE,Good extension uptake,,,FALSE,,FALSE,HIGH
ADV_I5_003,MODERATE,,Moderate trust,मध्यम विश्वास,2,70,0.75,FALSE,FALSE,,〰️,TRUE,Some skepticism but workable,,,FALSE,,FALSE,MEDIUM
ADV_I5_003,LOW,,Low trust,कम विश्वास,3,50,0.75,FALSE,FALSE,,⚠️,TRUE,Prefers peer advice,,,FALSE,,FALSE,MEDIUM
ADV_I5_003,NONE,,No trust,कोई विश्वास नहीं,4,30,0.75,FALSE,FALSE,,❌,TRUE,Extension disconnect,,,FALSE,,FALSE,LOW
ADV_I5_004,INTENSIVE,,Intensive (weekly visits/calls),गहन (साप्ताहिक विज़िट/कॉल),1,80,0.85,FALSE,FALSE,,📞,TRUE,Preferred support level: high-touch,SUPPORT_LEVEL_GENERAL,INTENSIVE,FALSE,,FALSE,HIGH
ADV_I5_004,MODERATE,,Moderate (monthly follow-up + training),मध्यम (मासिक फॉलो-अप + प्रशिक्षण),2,90,0.85,FALSE,FALSE,,📅,TRUE,Preferred support level: best balance,SUPPORT_LEVEL_GENERAL,MODERATE,FALSE,,FALSE,HIGH
ADV_I5_004,MINIMAL,,Minimal (quarterly check-ins),न्यूनतम (त्रैमासिक चेक-इन),3,75,0.85,FALSE,FALSE,,📧,TRUE,Preferred support level: light-touch,SUPPORT_LEVEL_GENERAL,MINIMAL,FALSE,,FALSE,HIGH
ADV_I5_004,SELF,,Self-managed (only WhatsApp/video guides),स्व-प्रबंधित (केवल व्हाट्सएप/वीडियो गाइड),4,60,0.8,FALSE,FALSE,,📱,TRUE,Preferred support level: self-managed with digital guidance,SUPPORT_LEVEL_GENERAL,SELF,FALSE,,FALSE,MEDIUM
ADV_I5_005,YES,,"Yes, willing to train others","हाँ, दूसरों को प्रशिक्षित करने को तैयार",1,95,0.8,FALSE,FALSE,,👨‍🏫,TRUE,Peer trainer potential,TRAINER_WILLINGNESS,YES,FALSE,,FALSE,HIGH
ADV_I5_005,MAYBE,,"Maybe, if trained well","शायद, यदि अच्छी तरह प्रशिक्षित किया जाए",2,75,0.75,FALSE,FALSE,,❓,TRUE,Possible trainer with support,TRAINER_WILLINGNESS,MAYBE,FALSE,,FALSE,HIGH
ADV_I5_005,NO,,"No, not comfortable training","नहीं, प्रशिक्षण देने में सहज नहीं",3,55,0.8,FALSE,FALSE,,❌,TRUE,Not a trainer role,TRAINER_WILLINGNESS,NO,FALSE,,FALSE,MEDIUM
ADV_D4_006,YES,,"Yes, committed for 5+ years","हाँ, 5+ वर्षों के लिए प्रतिबद्ध",1,100,0.95,FALSE,FALSE,,✅,TRUE,Meets carbon permanence requirement,COMMITMENT_5YR,YES,FALSE,,FALSE,HIGH
ADV_D4_006,NO,,"No, not ready for 5+ years","नहीं, 5+ वर्षों के लिए तैयार नहीं",2,30,0.9,FALSE,FALSE,,❌,TRUE,Carbon pathway constrained,COMMITMENT_5YR,NO,FALSE,,FALSE,LOW
ADV_D4_006,UNSURE,,"Unsure, want to try first","निश्चित नहीं, पहले कोशिश करना चाहता/चाहती हूँ",3,60,0.85,FALSE,FALSE,,❓,TRUE,Conditional commitment,COMMITMENT_5YR,UNSURE,TRUE,ADVPROBE_013,FALSE,MEDIUM
ADV_D4_007,YES,,Will avoid open burning,अवशेष खुले में नहीं जलाएँगे,1,95,0.9,FALSE,FALSE,,✅,TRUE,Strong integrity signal,BIO_NO_OPEN_BURNING_COMMIT,YES,FALSE,,FALSE,HIGH
ADV_D4_007,NO,,Will continue / open burning possible,अवशेष जलाना जारी रह सकता है,2,10,0.9,FALSE,FALSE,,🔥,TRUE,Biochar integrity risk,BIO_NO_OPEN_BURNING_COMMIT,NO,FALSE,,FALSE,LOW
ADV_D4_008,YES,,"Yes, can keep receipts and records","हाँ, रसीद और रिकॉर्ड रख सकता/सकती हूँ",1,95,0.8,TRUE,FALSE,,🧾,TRUE,ERW MRV ready,ERW_TRACEABILITY_WILLINGNESS,YES,FALSE,,FALSE,HIGH
ADV_D4_008,YES_WITH_HELP,,"Yes, with help","हाँ, सहायता के साथ",2,75,0.8,TRUE,FALSE,,🤝,TRUE,ERW MRV feasible with support,ERW_TRACEABILITY_WILLINGNESS,YES_WITH_HELP,FALSE,,FALSE,HIGH
ADV_D4_008,DIFFICULT,,Difficult to maintain records,रिकॉर्ड रखना कठिन,3,40,0.8,FALSE,FALSE,,âš ï¸,TRUE,ERW MRV risk,ERW_TRACEABILITY_WILLINGNESS,DIFFICULT,FALSE,,FALSE,MEDIUM
ADV_D4_008,NO,,"No, cannot keep such records","नहीं, ऐसे रिकॉर्ड नहीं रख सकता/सकती",4,10,0.8,FALSE,FALSE,,🚫,TRUE,ERW MRV not feasible,ERW_TRACEABILITY_WILLINGNESS,NO,FALSE,,FALSE,LOW
ADV_D7_008,YES,,Yes willing to try,हाँ आजमाने को तैयार,1,90,0.7,FALSE,FALSE,,✅,TRUE,Regen pathway open,REGEN_WILLINGNESS,YES,FALSE,,FALSE,HIGH
ADV_D7_008,MAYBE,,Maybe with demo/support,शायद डेमो/सहायता के साथ,2,60,0.7,FALSE,FALSE,,🤝,TRUE,Conditional,REGEN_WILLINGNESS,MAYBE,FALSE,,FALSE,MEDIUM
ADV_D7_008,NO,,Not willing currently,वर्तमान में तैयार नहीं,3,20,0.7,FALSE,FALSE,,🚫,TRUE,Regen pathway unlikely,REGEN_WILLINGNESS,NO,FALSE,,FALSE,LOW
ADV_D8_005,YES_TRACTOR_TILL,,Yes (tractor tillage available),हाँ (ट्रैक्टर जुताई उपलब्ध),1,90,0.7,TRUE,FALSE,,🚜,TRUE,Best incorporation,ERW_INCORPORATION_ABILITY,STRONG,FALSE,,FALSE,HIGH
ADV_D8_005,YES_LIGHT_TILL,,Yes (light tillage/harrow),हाँ (हल्की जुताई/हैरो),2,70,0.7,TRUE,FALSE,,🧑‍🌾,TRUE,Moderate incorporation,ERW_INCORPORATION_ABILITY,MODERATE,FALSE,,FALSE,MEDIUM
ADV_D8_005,NO_ZERO_TILL_ONLY,,No (only zero till),नहीं (केवल जीरो टिल),3,35,0.7,FALSE,FALSE,,🚫,TRUE,Surface-only limitation,ERW_INCORPORATION_ABILITY,LOW,FALSE,,FALSE,LOW
ADV_D8_005,UNSURE,,Not sure,निश्चित नहीं,4,45,0.7,FALSE,TRUE,,❓,TRUE,Needs field planning,ERW_INCORPORATION_ABILITY,UNSURE,TRUE,ADVPROBE_067,FALSE,MEDIUM
ADV_D8_006,RELIABLE,,Reliable rainfall/irrigation after application,आवेदन के बाद विश्वसनीय वर्षा/सिंचाई,1,80,0.7,FALSE,FALSE,,💧,TRUE,Supports dissolution,ERW_MOISTURE_RELIABILITY,RELIABLE,FALSE,,FALSE,HIGH
ADV_D8_006,SOMETIMES,,Sometimes available,कभी-कभी उपलब्ध,2,60,0.7,FALSE,FALSE,,🌦️,TRUE,Moderate support,ERW_MOISTURE_RELIABILITY,SOMETIMES,FALSE,,FALSE,MEDIUM
ADV_D8_006,RARE,,Rarely available,कभी-कभार,3,35,0.7,FALSE,FALSE,,🏜️,TRUE,May slow reaction,ERW_MOISTURE_RELIABILITY,RARE,FALSE,,FALSE,LOW
ADV_D8_006,NONE,,Not available,उपलब्ध नहीं,4,15,0.7,FALSE,FALSE,,🚫,TRUE,ERW performance weak,ERW_MOISTURE_RELIABILITY,NONE,FALSE,,FALSE,LOW
ADV_D8_007,YES,,"Yes, can keep receipts and records","हाँ, रसीद और रिकॉर्ड रख सकता/सकती ��ूँ",1,95,0.8,TRUE,FALSE,,🧾,TRUE,ERW MRV ready,ERW_TRACEABILITY_WILLINGNESS,YES,FALSE,,FALSE,HIGH
ADV_D8_007,YES_WITH_HELP,,"Yes, with help","हाँ, सहायता के साथ",2,75,0.8,TRUE,FALSE,,🤝,TRUE,ERW MRV feasible with support,ERW_TRACEABILITY_WILLINGNESS,YES_WITH_HELP,FALSE,,FALSE,HIGH
ADV_D8_007,DIFFICULT,,Difficult to maintain records,रिकॉर्ड रखना कठिन,3,40,0.8,FALSE,FALSE,,âš ï¸,TRUE,ERW MRV risk,ERW_TRACEABILITY_WILLINGNESS,DIFFICULT,FALSE,,FALSE,MEDIUM
ADV_D8_007,NO,,"No, cannot keep such records","नहीं, ऐसे रिकॉर्ड नहीं रख सकता/सकती",4,10,0.8,FALSE,FALSE,,🚫,TRUE,ERW MRV not feasible,ERW_TRACEABILITY_WILLINGNESS,NO,FALSE,,FALSE,LOW
ADV_D9_007,PAPER_NOTEBOOK,,Paper notebook/register,कागज नोटबुक/रजिस्टर,1,80,0.85,FALSE,FALSE,,📋,TRUE,Traditional format,,,FALSE,,FALSE,HIGH
ADV_D9_007,PRINTED_FORM,,Printed form,छपा हुआ फॉर्म,2,85,0.85,FALSE,FALSE,,📄,TRUE,Structured format,,,FALSE,,FALSE,HIGH
ADV_D9_007,WHATSAPP_PHOTO,,WhatsApp/photo notes,व्हाट्सएप/फोटो नोट्स,3,75,0.8,FALSE,FALSE,,📱,TRUE,Digital format,,,FALSE,,FALSE,HIGH
ADV_D9_007,VOICE_NOTES,,Voice notes,वॉइस नोट्स,4,65,0.75,FALSE,FALSE,,🎤,TRUE,Low-literacy friendly,,,FALSE,,FALSE,MEDIUM
ADV_D9_007,CANNOT_DO,,Cannot do regularly,नियमित नहीं कर सकता/सकती,5,30,0.8,FALSE,FALSE,,❌,TRUE,Major MRV constraint,,,FALSE,,FALSE,LOW
ADV_D9_008,NO_SELF,,No help needed (self),मदद नहीं चाहिए (स्वयं),1,95,0.9,FALSE,FALSE,,💪,TRUE,Independent MRV,,,FALSE,,FALSE,HIGH
ADV_D9_008,YES_INITIAL,,Help needed initially only,शुरू में ही मदद चाहिए,2,80,0.85,FALSE,FALSE,,📚,TRUE,Trainable,,,FALSE,,FALSE,HIGH
ADV_D9_008,YES_ONGOING,,Ongoing help needed,निरंतर मदद चाहिए,3,55,0.8,FALSE,FALSE,,🤝,TRUE,High support mode,,,FALSE,,FALSE,MEDIUM
ADV_D9_008,CANNOT_DO_ALONE,,Cannot do alone at all,अकेले बिल्कुल नहीं कर सकता/सकती,4,30,0.8,FALSE,FALSE,,❌,TRUE,Needs dedicated support person,,,FALSE,,FALSE,LOW
ADV_D10_006,MIX_WITH_MANURE,,Mix with FYM/compost then apply,गोबर खाद/कम्पोस्ट के साथ मिलाकर डालना,1,90,0.7,FALSE,FALSE,,🌱,TRUE,Best practice,BIO_APPLICATION_METHOD,MIX_WITH_MANURE,FALSE,,FALSE,HIGH
ADV_D10_006,BROADCAST_AND_INCORPORATE,,Broadcast then incorporate,बिखेरकर मिट्टी में मिलाना,2,80,0.7,TRUE,FALSE,,🚜,TRUE,Good method,BIO_APPLICATION_METHOD,BROADCAST_AND_INCORPORATE,FALSE,,FALSE,HIGH
ADV_D10_006,BAND_ROW,,Apply in rows/bands,कतार/बैंड में देना,3,75,0.7,FALSE,FALSE,,📍,TRUE,Efficient targeted,BIO_APPLICATION_METHOD,BAND_ROW,FALSE,,FALSE,HIGH
ADV_D10_006,ONLY_TOPDRESS,,Only top-dress (no mixing),केवल ऊपर से डालना,4,50,0.7,FALSE,FALSE,,🟤,TRUE,Less effective,BIO_APPLICATION_METHOD,ONLY_TOPDRESS,FALSE,,FALSE,MEDIUM
ADV_D10_006,NOT_SURE,,Not sure how to apply,कैसे डालना है पता नहीं,5,40,0.7,FALSE,TRUE,,❓,TRUE,Needs training,BIO_APPLICATION_METHOD,NOT_SURE,TRUE,ADVPROBE_075,FALSE,MEDIUM
