Question_ID,Dimension_ID,Dimension_Name,Sub_Factor,Sequence,Question_Text_EN,Question_Text_HI,Answer_Type,Unit,Help_Text_EN,Help_Text_HI,Verification_Method,Required_For_Pathway,Scoring_Impact,Default_Value,Validation_Rule,Photo_Required,Is_Active,Base_Priority,Version
ADV_D2_008_FU_SUPPLIER,D2,Water & Infrastructure,biochar_source,81,"Can you check with local input dealers, cooperatives, or agricultural extension about biochar availability?","क्या आप स्थानीय इनपुट डीलरों, सहकारी समितियों या कृषि विस्तार से बायोचार की उपलब्धता के बारे में पूछ सकते हैं?",categorical_direct,,"Local Krishi Seva Kendra, PAC dealers, or state agriculture department may know.","स्थानीय कृषि सेवा केंद्र, PAC डीलर या राज्य कृषि विभाग जानकारी दे सकते हैं।",FARMER_KNOWLEDGE,BIOCHAR,LOW,,,FALSE,TRUE,30,v1.0
ADV_D2_009_FU_OPTIONS,D2,Water & Infrastructure,biochar_sourcing,91,"Our team will help explore biochar sourcing options. For now, which would you prefer if available: buy ready biochar, use a shared unit, or make it on-farm?","हमारी टीम बायोचार सोर्सिंग विकल्प खोजने में मदद करेगी। अभी के लिए, यदि उपलब्ध हो तो आप क्या पसंद करेंगे: तैयार बायोचार खरीदें, साझा इकाई का उपयोग करें, या खेत पर बनाएं?",categorical_direct,,Choose the option that best matches your resources and preference.,वह विकल्प चुनें जो आपके संसाधनों और प्राथमिकता से सबसे अच्छी तरह मेल खाता हो।,FARMER_KNOWLEDGE,BIOCHAR,LOW,,,FALSE,TRUE,25,v1.0
ADV_D4_005_FU_LEGAL,D4,Legal & Commitment,legal_restriction,51,"What type of legal restriction exists — canal water rules, irrigation cooperative rules, or land dispute?","किस प्रकार की कानूनी बाधा है — नहर जल नियम, सिंचाई सहकारिता के नियम, या भूमि विवाद?",categorical_direct,,Identify the specific restriction type to assess whether it can be resolved.,विशिष्ट बाधा प्रकार पहचानें यह जांचने के लिए कि इसे हल किया जा सकता है या नहीं।,DOCUMENT_REVIEW,AWD|REGEN|BIOCHAR|ERW,HIGH,,,FALSE,TRUE,80,v1.0
ADV_D4_005_FU_LEGALCHECK,D4,Legal & Commitment,legal_restriction,52,Would you be willing to check with the local Patwari or irrigation department to confirm if there are restrictions?,क्या आप स्थानीय पटवारी या सिंचाई विभाग से यह जांचने के लिए संपर्क करेंगे कि कोई प्रतिबंध है या नहीं?,categorical_direct,,Legal verification step — needed before formal enrollment.,कानूनी सत्यापन चरण — औपचारिक नामांकन से पहले आवश्यक।,DOCUMENT_REVIEW,AWD|REGEN|BIOCHAR|ERW,MEDIUM,YES,"answer IN (YES,NO,MAYBE)",FALSE,TRUE,60,v1.0
ADV_D6_004_FU_HISTORY,D6,Scale & Carbon Context,previous_carbon,41,"Which project or program were you enrolled in, and what carbon methodology was used?","आप किस परियोजना या कार्यक्रम में नामांकित थे, और कौन सी कार्बन पद्धति का उपयोग किया गया था?",text_open,,"Name of program, implementing agency, and duration. This helps check for double-counting risk.","कार्यक्रम का नाम, कार्यान्वयन एजेंसी और अवधि। यह डबल-काउंटिंग जोखिम की जांच में मदद करता है।",DOCUMENT_REVIEW,ALL,MEDIUM,,,FALSE,TRUE,70,v1.0
ADV_D6_005_FU_DATE,D6,Scale & Carbon Context,season_start,52,Can you share approximate month/year when you expect the next season to begin?,क्या आप अनुमानित महीना/वर्ष साझा कर सकते हैं जब अगला सीज़न शुरू होने की उम्मीद है?,text_open,month-year,"Month and year expected. E.g. ""June 2025"" or ""Kharif 2025"".","अपेक्षित महीना और वर्ष। जैसे ""जून 2025"" या ""खरीफ 2025""।",FARMER_KNOWLEDGE,ALL,LOW,,,FALSE,TRUE,30,v1.0
ADV_D8_001_FU_SPEC,D8,ERW Pathway,erw_material_type,12,Can you get a sample or receipt from the supplier showing the rock type or mineral content?,क्या आप आपूर्तिकर्ता से नमूना या रसीद प्राप्त कर सकते हैं जो चट्टान का प्रकार या खनिज सामग्री दिखाता हो?,categorical_direct,,"Ask for a dispatch challan, lab test report, or supplier certificate. Basalt must be confirmed.","डिस्पैच चालान, लैब टेस्ट रिपोर्ट, या आपूर्तिकर्ता प्रमाण पत्र मांगें। बेसाल्ट की पुष्टि होनी चाहिए।",DOCUMENT_REVIEW,ERW,HIGH,,,TRUE,TRUE,85,v1.0
ADV_D8_002_FU_PHOTO,D8,ERW Pathway,erw_particle_fineness,22,Can you take a photo of the rock dust material showing the particle size/texture?,क्या आप चट्टान धूल सामग्री की एक फोटो ले सकते हैं जो कण आकार/बनावट दिखाती हो?,categorical_direct,,Photo should show a handful of material on a dark surface. Powder (like flour) = fine. Gritty = coarse.,फोटो में हाथ में सामग्री गहरी सतह पर दिखाएं। आटे जैसा = बारीक। दानेदार = मोटा।,PHOTO_EVIDENCE,ERW,HIGH,,,TRUE,TRUE,80,v1.0
ADV_D8_003_FU_EQUIP,D8,ERW Pathway,erw_incorporation_capacity,32,"What equipment is available for incorporation? (tractor hire, power tiller, etc.)","मिश्रण के लिए कौन सा उपकरण उपलब्ध है? (ट्रैक्टर किराये पर, पावर टिलर आदि)",categorical_direct,,Incorporation quality affects ERW efficiency. Even hired tractor helps.,मिश्रण गुणवत्ता ERW दक्षता को प्रभावित करती है। किराए का ट्रैक्टर भी काम करता है।,FARMER_KNOWLEDGE,ERW,MEDIUM,,,FALSE,TRUE,65,v1.0
ADV_D9_002_FU_COUNSEL,D9,Digital Readiness & MRV,program_engagement,22,"What would help you decide to enroll — more information, a demo visit, or peer farmer introduction?","नामांकन तय करने में क्या मदद करेगा — अधिक जानकारी, प्रदर्शनी दौरा, या किसान-साथी का परिचय?",categorical_direct,,Understanding the barrier helps tailor program engagement.,बाधा समझने से कार्यक्रम जुड़ाव अनुकूलित करने में मदद मिलती है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,,FALSE,TRUE,60,v1.0
ADV_D9_006_FU_SIMPLEMRV,D9,Digital Readiness & MRV,mrv_support,62,Would a simplified record system (photos + voice notes + team visits) work for you?,क्या एक सरल रिकॉर्ड प्रणाली (फोटो + वॉयस नोट्स + टीम दौरे) आपके लिए काम करेगी?,categorical_direct,,Simplified MRV may be acceptable with project support.,प्रोजेक्ट सपोर्ट के साथ सरलीकृत MRV स्वीकार्य हो सकती है।,FARMER_KNOWLEDGE,BIOCHAR,MEDIUM,,,FALSE,TRUE,55,v1.0
ADV_D10_002_FU_OTHERUSE,D10,Biochar Pathway,bio_residue_baseline,62,Please describe how you currently use the residues (straw/husk/stalks)?,कृपया बताएं आप वर्तमान में अवशेषों (पुआल/भूसी/डंठल) का उपयोग कैसे करते हैं?,text_open,,Describe the current use. This helps assess diversion feasibility.,वर्तमान उपयोग का वर्णन करें। यह विपथन व्यवहार्यता का आकलन करने में मदद करता है।,FARMER_KNOWLEDGE,BIOCHAR,LOW,,,FALSE,TRUE,30,v1.0
ADV_D10_004_FU_TRAINING,D10,Biochar Pathway,biochar_application_readiness,42,Would a demonstration on biochar mixing and application help you decide on the method?,क्या बायोचार मिश्रण और अनुप्रयोग पर प्रदर्शनी आपको विधि तय करने में मदद करेगी?,categorical_direct,,Training demos significantly improve application confidence.,प्रशिक्षण प्रदर्शनी अनुप्रयोग आत्मविश्वास को काफी बेहतर करती है।,FARMER_KNOWLEDGE,BIOCHAR,MEDIUM,,,FALSE,TRUE,50,v1.0
ADV_I2_004_FU_OTHER,I2,Operational Capacity,equipment_access,42,Please describe the other equipment or tools you own that are relevant to farm operations.,कृपया अन्य उपकरण या औज़ारों का वर्णन करें जो आपके पास हैं और खेती से संबंधित हैं।,text_open,,"Unusual equipment (e.g., biochar kiln, chaff cutter) may be relevant.","असामान्य उपकरण (जैसे बायोचार किलन, चाफ कटर) प्रासंगिक हो सकते हैं।",FARMER_KNOWLEDGE,ALL,LOW,,,FALSE,TRUE,20,v1.0
